城市,省份,板块,维度,状态,条件说明,来源名称/链接,来源日期
三亚,海南省,提取,首付直付,有条件支持,限本省新建商品住房和保障性住房，且购房人及其配偶无未结清住房公积金贷款。 签订合同并办理备案后可申请提取，公积金机构将资金直接支付给开发企业，属预售房屋代付至预售资金监管账户，无需先垫付后报销。,,
三亚,海南省,提取,代际互助,有条件支持,限子女在我省购买家庭首套新建商品房或二手自住住房，须优先提取子女家庭余额、不足部分方可提取父母账户。 父母可提取公积金支持子女购买首套住房支付购房款，父母与子女家庭累计提取不超过已支付购房款；购房人配偶的父母可参照办理，2026年4月起施行。,,
三亚,海南省,提取,按月冲还商贷,有条件支持,须为海南省内自住住房商贷，签约与中心联网的承办公积金委提业务的银行，且有未结清公积金贷款时仅限组合贷款的商贷部分。 海南省（含三亚）支持商业性个人住房贷款约定提取（约提），签订协议后按月从公积金账户划转还商贷。须所购住房为海南省内自住住房、贷款银行为联网合作银行（建行、工行、中行、交行、光大、省农信社、海南银行、民生、邮储、兴业等），且存在未结清公积金贷款时仅限组合贷商贷部分可办。,,
三亚,海南省,提取,物业费提取,支持,海南全省统一政策，三亚与海口适用省局同一文件。缴存人家庭在省内无未结清公积金贷款（或有未结清贷款但提取后家庭账户余额之和足够偿还3个月贷款）的，每年可提取一次，用于支付家庭名下海南省内任意一套自住住房的物业费（不含自建房及商铺、办公用房、产权式酒店等）。额度＝建筑面积×物业费单价×12；单价低于2元/㎡按2元、2—4元按实际、高于4元按4元核定。,,
三亚,海南省,提取,住房装修提取,不支持,海南全省统一政策，三亚市住房公积金管理中心为省局下属市县管理中心。现行《海南省住房公积金管理局住房公积金提取业务操作规程》(2026年8月17日印发)第六条部分提取情形仅8类——购房、建造翻建大修、还贷、租房、老旧小区加装电梯、不可预见灾难、大病致困、支付物业费，不含装修。12345热线2026年3月、6月答复均称暂无装修提取政策。,,
三亚,海南省,缴存-灵活就业,支持,,海南省住房公积金管理局—《关于开展灵活就业人员参加住房公积金制度工作的通知》,https://gjj.hainan.gov.cn/hngjj/zwdt/202404/b83cdac7a2a74a7db922e0ead42cc3fc.shtml,2024-05-01起施行
三亚,海南省,缴存-缓缴,支持,,海南省住房公积金管理局—《关于住房公积金缓缴、调低缴存比例的通知》,https://gjj.hainan.gov.cn/hngjj/0503/202303/ba1dc22c034641e29cb3cd40f689b00c.shtml,2023-03-29（琼公积金归〔2023〕3号）
南宁,广西壮族自治区,贷款,单双职工额度差异,不支持,单双缴存职工执行同一标准（首套90万/二套80万）,https://gjj.nanning.gov.cn/ywblzn/gjjdk/t6304064.html,政府网站
南宁,广西壮族自治区,贷款,首套二套额度差异,支持,首套90万/二套80万，新建商品房首套100万/二套90万,https://gjj.nanning.gov.cn/ywblzn/gjjdk/t6304064.html,政府网站
南宁,广西壮族自治区,贷款,绿色建筑上浮,有条件支持,自治区征求意见稿：二星级及以上绿色建筑上浮10%,https://www.nnjn.gov.cn/fw/ggfw/bzxzf/spf/bmxx_bzzf_61901/t5995082.html,政府网站
南宁,广西壮族自治区,贷款,二孩家庭上浮,支持,多子女家庭首套贷款额度加10万元,https://gjj.nanning.gov.cn/xxgk/zdxzjchgfxwj/t5365092.html,政府网站
南宁,广西壮族自治区,贷款,三孩家庭上浮,支持,多子女家庭首套贷款额度加20万元,https://gjj.nanning.gov.cn/xxgk/zdxzjchgfxwj/t5365092.html,政府网站
南宁,广西壮族自治区,贷款,人才青年上浮,支持,A/B类4倍、C类2倍、D/E类1.5倍,https://gjj.nanning.gov.cn/xxgk/zcwjcx/t6382902.html,政府网站
南宁,广西壮族自治区,贷款,家庭共享额度代际互助,支持,父母子女可共同提取付首付,https://www.nanning.gov.cn/zwgk/fdzdgknr/zfgb/2026nzfgb/d15q/bmwj/t6702774.html,政府网站
南宁,广西壮族自治区,贷款,商转公,支持,2026年5月8日起允许商业贷款转公积金贷款,http://www.nngjj.org.cn/,政府网站
南宁,广西壮族自治区,贷款,最长贷龄30年,支持,最长贷款期限可达30年,https://www.nanning.gov.cn/hd/cjwt/t6708519.html,政府网站
南宁,广西壮族自治区,提取,购房一次性提取,支持,购买新建商品房自合同备案、二手房自不动产登记之日起可提取一次；2026年8月1日起时限由2年延至5年，5年内每年一次，累计不超实际已付购房款。,,
南宁,广西壮族自治区,提取,租房提取限额,支持,城区、武鸣区及铁路分中心每人每月1200元，横州等5县市900元；已备案的可按实际租金提取、每套每月最高3000元；新市民、青年人、租住公租房保租房的按实际房租提取。,,
南宁,广西壮族自治区,提取,多孩租房上浮,支持,生育二孩、三孩的缴存人在现行限额基础上每人每月分别提高200元、400元，即城区二孩1400元/月、三孩1600元/月；横州等县市二孩1100元/月、三孩1300元/月。,,
南宁,广西壮族自治区,提取,加装电梯提取,支持,出资为拥有产权的既有住宅加装电梯可提取，总额不超过本市规定限额或实际分摊支付费用；住宅专项维修资金、房改售房款及财政补贴部分不计入。,,
南宁,广西壮族自治区,提取,车位购置提取,有条件支持,2026年8月1日至2028年7月31日阶段性支持；限购买本市自住住房所在项目的新建产权车位（库），不含二手车位及无产权车位。 自购买车位之日起2年内每年可提取一次，仅限一个产权车位，额度按备案登记价格核定、总额不超10万元；解除合同后他人再购同一车位须间隔超6个月。,,
南宁,广西壮族自治区,提取,大病救助提取,支持,疾病须符合《重大疾病保险的疾病定义使用规范》且在广西区内二甲以上医院住院；本人、配偶及双方父母、受监护子女可提取一次，总额不超住院费个人现金支付部分。,,
南宁,广西壮族自治区,提取,既提又贷,支持,申请公积金贷款前12个月内为购买本套住房、租房（限首套）或偿还本套商贷而提取的公积金，可合并至个人账户余额关联计算贷款额度，提取不影响可贷额度计算。,,
南宁,广西壮族自治区,提取,首付直付,支持,限六城区新建预售商品住房，网签备案后可委托中心将提取款项直接转入开发企业预售资金监管账户；合同撤销解除的，开发企业须10个工作日内原路径退回。,,
南宁,广西壮族自治区,提取,代际互助,支持,购房、还贷、加装电梯三类情形，职工及配偶提取至最高额度后仍不足以支付该笔住房消费的，其父母、子女可在规定额度内申请提取各自住房公积金。,,
南宁,广西壮族自治区,提取,按月冲还商贷,有条件支持,南宁住房公积金管理中心（市中心）缴存职工商贷仅支持“每月提取一次”（须自行通过线上渠道申请），无委托按月自动冲还；委托按月冲还商贷（冲还商贷）由广西区直住房公积金管理中心提供 南宁住房公积金管理中心（市中心）将商贷还贷提取频次由每年一次放宽至“同一笔贷款可每月提取一次”，但须缴存人自行通过微信服务号、个人网厅、爱南宁APP等线上渠道申请，并非一次性签约的委托按月自动冲还；公积金贷款按月对冲还贷仅限公贷。广西区直住房公积金管理中心（区直中心）已上线“冲还商贷”委托按月划转业务（合作17家银行）。,,
南宁,广西壮族自治区,提取,物业费提取,支持,每年可提取一次，无需与上次间隔满12个月，跨年度即可办理。缴存人及配偶合计标准每月200元（单套住房年度最高2400元），首次提取额度自2026年1月起计算，当年未提取额度可结转下一年。材料：本人身份证、公积金联名卡或I类银行卡、结婚证（已婚）；提取后账户须保留不低于100元。可经官网个人网厅、微信网厅、爱南宁APP线上办理。,,
南宁,广西壮族自治区,提取,住房装修提取,支持,缴存人及配偶仅可就名下一套（且为同一套）自住住房，在三类中选定一类：（一）新购建自住住房满6个月未满5年，按建筑面积×1500元/㎡核定，每年一次，总额≤20万元；（二）取得满5年的旧房局部翻新改造、适儿化适老化改造，一次性提取≤5万元；（三）旧房全面翻新装修，自装修合同签订起2年内每年一次，按装修发票核定（软装不计），总额≤20万元。暂仅支持线下网点办理。,,
南宁,广西壮族自治区,缴存-灵活就业,支持,,南宁住房公积金管委会关于印发《南宁市个人自愿缴存使用住房公积金实施办法(修订)》的通知,https://www.nanning.gov.cn/zwgk/fdzdgknr/zfgb/2025nzfgb/d11q/bmwj/t6355646.html,2024-12-31
南宁,广西壮族自治区,缴存-缓缴,支持,处于停产/半停产、经批准缓缴养老和失业保险金、或上年亏损且职工月均工资低于本市上年在岗职工月均工资50%的单位，可申请缓缴。,南宁住房公积金缴存管理办法（南宁市人民政府）,https://www.nanning.gov.cn/ywzx/nnyw/2021nzwdt/t4983346.html,2021
杭州,浙江省,贷款,单双职工额度差异,支持,单缴存职工与夫妻双方双缴存最高额度不同,https://www.hangzhou.gov.cn/art/2024/10/10/art_1229063385_1846263.html,政府网站
杭州,浙江省,贷款,首套二套额度差异,不支持,首套二套最高贷款额度统一,https://www.hangzhou.gov.cn/art/2024/10/10/art_1229063385_1846263.html,政府网站
杭州,浙江省,贷款,绿色建筑上浮,支持,购买绿色建筑贷款额度上浮20%,https://www.hangzhou.gov.cn/art/2024/10/10/art_1229063385_1846263.html,政府网站
杭州,浙江省,贷款,二孩家庭上浮,支持,多子女家庭（二孩及以上）上浮,https://www.hangzhou.gov.cn/art/2024/10/10/art_1229063385_1846263.html,政府网站
杭州,浙江省,贷款,三孩家庭上浮,支持,多子女家庭（含三孩）上浮,https://www.hangzhou.gov.cn/art/2024/10/10/art_1229063385_1846263.html,政府网站
杭州,浙江省,贷款,人才青年上浮,支持,高层次人才上浮50%；2026年4月1日起新市民青年人上浮20%,https://gjj.hangzhou.gov.cn/col/col1229287759/art/2026/art_bafa537c3985488ebf29724b839eb827.html,政府网站
杭州,浙江省,贷款,家庭共享额度代际互助,支持,2026年4月1日起实施代际互助,https://gjj.hangzhou.gov.cn/col/col1229287759/art/2026/art_bafa537c3985488ebf29724b839eb827.html,政府网站
